id,nombre,apellido,email,direccion,telefono,localidad,fecha_nacimiento,fecha_ingreso,salario,perfil,nivel,anos_experiencia,ingles_avanzado,lider_equipo,teletrabajo,proyectos_completados,certificaciones,horas_capacitacion,Python_exp,Python_proyectos,Python_principal,Java_exp,Java_proyectos,Java_principal,JavaScript_exp,JavaScript_proyectos,JavaScript_principal,React_exp,React_proyectos,React_principal,Angular_exp,Angular_proyectos,Angular_principal,Vue_exp,Vue_proyectos,Vue_principal,Node.js_exp,Node.js_proyectos,Node.js_principal,MongoDB_exp,MongoDB_proyectos,MongoDB_principal,PostgreSQL_exp,PostgreSQL_proyectos,PostgreSQL_principal,MySQL_exp,MySQL_proyectos,MySQL_principal,Docker_exp,Docker_proyectos,Docker_principal,Kubernetes_exp,Kubernetes_proyectos,Kubernetes_principal,AWS_exp,AWS_proyectos,AWS_principal,Azure_exp,Azure_proyectos,Azure_principal,Git_exp,Git_proyectos,Git_principal,Jenkins_exp,Jenkins_proyectos,Jenkins_principal,TensorFlow_exp,TensorFlow_proyectos,TensorFlow_principal,PyTorch_exp,PyTorch_proyectos,PyTorch_principal,Pandas_exp,Pandas_proyectos,Pandas_principal,NumPy_exp,NumPy_proyectos,NumPy_principal,Flask_exp,Flask_proyectos,Flask_principal,Django_exp,Django_proyectos,Django_principal,Spring_exp,Spring_proyectos,Spring_principal,Hibernate_exp,Hibernate_proyectos,Hibernate_principal,TypeScript_exp,TypeScript_proyectos,TypeScript_principal,GraphQL_exp,GraphQL_proyectos,GraphQL_principal,Redis_exp,Redis_proyectos,Redis_principal,Kafka_exp,Kafka_proyectos,Kafka_principal,RabbitMQ_exp,RabbitMQ_proyectos,RabbitMQ_principal,Elasticsearch_exp,Elasticsearch_proyectos,Elasticsearch_principal,Linux_exp,Linux_proyectos,Linux_principal
41,Gabriel,Pintor,gabriel.pintor@empresa.com,"Pasaje de Pancho Prats 28 Apt. 26 , Valencia, 20919",+34806812428,Valencia,2001-04-04,2023-01-15,54482.76,Fullstack,SSR,14,False,False,False,16,4,127,0,0,False,0,0,False,0,0,False,8,4,False,0,0,False,0,0,False,0,0,False,8,8,True,0,0,False,0,0,False,2,2,False,7,20,False,0,0,False,0,0,False,0,0,False,0,0,False,4,6,False,10,11,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,3,16,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
42,Gabriel,Garcia,gabriel.garcia@empresa.com,"Via José Mari Manzano 40 Puerta 9 , Asturias, 49112",+34 974 631 286,Ávila,1965-09-03,2020-12-04,32781.16,Diseño,SR,8,True,True,False,12,8,73,0,0,False,8,10,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,2,14,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,5,12,False,0,0,False,0,0,False,0,0,False,6,2,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,1,19,True,0,0,False,0,0,False
43,Candelaria,Esparza,candelaria.esparza@empresa.com,"Paseo Alondra Pino 45 Puerta 2 , Girona, 30907",+34975321056,Navarra,1993-01-05,2022-12-19,38823.81,QA,SSR,13,False,True,True,6,6,157,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,3,7,False,9,2,True,1,5,False,0,0,False,0,0,False,0,0,False,0,0,False,8,17,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,3,20,True,0,0,False,0,0,False,0,0,False,6,20,False,0,0,False
44,Modesta,Querol,modesta.querol@empresa.com,"Ronda de Lupita Carrera 722, Asturias, 36349",+34 982 928 989,Salamanca,1976-09-01,2021-03-10,118718.32,Scrum Master,SR,6,False,False,False,5,10,62,0,0,False,0,0,False,0,0,False,10,10,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,10,16,False,10,19,True,0,0,False,1,19,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,3,17,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
45,Asdrubal,Miró,asdrubal.miró@empresa.com,"Calle de Pepito Caro 66 Piso 7 , Ciudad, 05135",+34887 55 59 68,Murcia,2000-12-15,2017-11-23,33788.46,Frontend,JR,1,False,False,False,18,4,57,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,8,2,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,9,7,False,0,0,False,0,0,False,8,17,False,0,0,False,0,0,False,6,6,False,0,0,False,0,0,False,9,11,False,0,0,False,5,20,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,4,8,False
46,Rocío,Giralt,rocío.giralt@empresa.com,"Rambla de Ámbar Tudela 65 Puerta 1 , León, 02408",+34 724 60 37 60,Ourense,1968-04-12,2016-02-23,142978.27,Scrum Master,SSR,12,True,False,False,25,4,82,0,0,False,0,0,False,0,0,False,6,5,False,0,0,False,0,0,False,0,0,False,0,0,False,1,10,True,6,15,False,0,0,False,8,7,True,9,9,False,0,0,False,0,0,False,0,0,False,0,0,False,3,4,True,4,2,True,0,0,False,4,2,True,7,11,False,0,0,False,2,5,True,0,0,False,9,6,False,0,0,False,0,0,False,0,0,False,8,16,True,0,0,False
47,Abigaíl,Beltran,abigaíl.beltran@empresa.com,"Alameda Aristides Lucena 6, Álava, 44037",+34 945 80 62 01,Murcia,1988-10-29,2020-07-02,64249.84,Backend,JR,11,True,True,True,6,2,122,5,19,True,6,10,False,0,0,False,0,0,False,0,0,False,9,17,False,0,0,False,0,0,False,0,0,False,3,17,False,0,0,False,0,0,False,5,7,True,0,0,False,0,0,False,6,6,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,5,6,True,6,10,True,3,20,False,7,17,False,2,13,True
48,Estela,Gilabert,estela.gilabert@empresa.com,"Pasaje de Socorro Fuente 36 Puerta 7 , Santa Cruz de Tenerife, 24747",+34841609790,La Coruña,1992-07-18,2017-06-29,68832.2,Data,JR,5,False,True,False,22,9,20,6,8,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,2,15,False,3,13,False,2,10,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,10,8,True,0,0,False,3,16,True,0,0,False,0,0,False,8,20,False,0,0,False,0,0,False,0,0,False,7,18,False,0,0,False,0,0,False,9,7,True
49,Joan,Naranjo,joan.naranjo@empresa.com,"Calle Osvaldo Verdejo 5 Puerta 5 , Valencia, 37452",+34 980338329,Soria,1976-12-12,2018-04-09,93060.8,QA,SR,6,True,True,True,3,10,169,0,0,False,0,0,False,0,0,False,8,3,False,1,15,True,9,14,False,10,2,False,0,0,False,0,0,False,0,0,False,5,1,False,0,0,False,0,0,False,0,0,False,5,1,True,0,0,False,10,3,True,7,12,True,9,2,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,8,2,False,7,6,True,7,12,False,8,13,False
50,Pastor,Valverde,pastor.valverde@empresa.com,"Cuesta Marita Benitez 42, Huesca, 43336",+34 740738264,Cantabria,2002-05-26,2015-07-18,134946.45,Fullstack,SR,14,False,True,True,22,8,56,7,8,True,0,0,False,0,0,False,0,0,False,8,12,True,0,0,False,0,0,False,5,7,True,0,0,False,1,14,True,0,0,False,0,0,False,4,7,True,2,20,True,8,20,True,0,0,False,4,2,False,8,8,True,0,0,False,0,0,False,1,5,False,0,0,False,0,0,False,4,19,False,10,20,False,4,10,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
51,Rolando,Ríos,rolando.ríos@empresa.com,"Glorieta de Iker Guijarro 5 Puerta 4 , Baleares, 15497",+34825691708,Almería,1987-07-09,2018-05-29,79627.22,Scrum Master,JR,9,True,False,False,18,6,106,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,9,11,False,7,5,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,7,6,False,4,8,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,3,15,True
52,Ciro,Julián,ciro.julián@empresa.com,"Camino Máxima Sanmartín 63, Tarragona, 12553",+34 977 53 24 06,Zamora,1999-12-18,2024-02-06,96874.41,Fullstack,SSR,4,False,True,False,11,3,97,0,0,False,10,18,True,8,7,False,0,0,False,0,0,False,0,0,False,5,1,True,0,0,False,4,4,False,0,0,False,0,0,False,4,20,True,7,8,False,0,0,False,5,13,False,0,0,False,0,0,False,9,12,False,0,0,False,0,0,False,0,0,False,5,12,False,8,4,False,6,7,False,0,0,False,6,14,True,0,0,False,10,8,True,0,0,False,1,9,False,5,5,True
53,Heriberto,Lledó,heriberto.lledó@empresa.com,"Pasadizo Joan Fernandez 2 Piso 3 , Soria, 12204",+34 854 556 472,Las Palmas,2003-04-13,2021-06-19,98374.74,Data,SSR,9,False,False,False,23,3,76,0,0,False,1,3,True,0,0,False,0,0,False,1,14,True,4,3,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,1,7,False,0,0,False,0,0,False,6,2,False,8,1,True,9,18,False,1,1,False,0,0,False,0,0,False,0,0,False,9,10,True,0,0,False,9,14,True,0,0,False,2,4,True,4,7,False,6,9,False,0,0,False,2,12,False,8,19,True
54,Mateo,Taboada,mateo.taboada@empresa.com,"Plaza de Vanesa Gonzalez 35 Piso 8 , Córdoba, 20736",+34 920 02 78 44,Sevilla,1979-09-04,2017-08-11,112085.0,Frontend,SR,14,True,True,False,17,5,13,6,19,True,9,2,True,4,19,False,0,0,False,0,0,False,5,2,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,5,18,True,3,11,True,0,0,False,4,19,True,0,0,False,7,3,False,0,0,False,0,0,False,3,19,True,0,0,False,10,13,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,7,5,True,0,0,False,0,0,False
55,Primitiva,Tomás,primitiva.tomás@empresa.com,"Acceso Inmaculada Rodríguez 89, Burgos, 04362",+34873064487,Valladolid,1996-09-22,2018-10-14,41722.29,Data,JR,6,False,False,True,9,4,68,0,0,False,0,0,False,2,3,False,0,0,False,0,0,False,3,13,True,0,0,False,7,11,False,2,3,True,5,15,False,0,0,False,5,4,True,2,6,False,8,18,False,2,1,True,6,18,True,0,0,False,10,20,False,7,1,False,0,0,False,0,0,False,0,0,False,0,0,False,7,13,True,0,0,False,9,8,True,7,6,True,0,0,False,0,0,False,0,0,False,0,0,False
56,Ascensión,Miralles,ascensión.miralles@empresa.com,"Via de Juan José Dueñas 8 Piso 0 , Guadalajara, 16529",+34 820 94 00 73,Pontevedra,1982-01-18,2021-06-27,89174.87,Frontend,JR,7,False,False,False,22,8,6,0,0,False,0,0,False,2,5,False,0,0,False,0,0,False,0,0,False,1,13,False,10,13,False,8,11,False,0,0,False,0,0,False,10,5,False,0,0,False,0,0,False,6,20,True,8,11,True,0,0,False,0,0,False,0,0,False,7,11,False,8,19,True,0,0,False,6,13,False,7,12,True,0,0,False,10,7,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
57,Baltasar,Mateo,baltasar.mateo@empresa.com,"Paseo Adelaida Cañas 5, Pontevedra, 08217",+34 878 843 993,Castellón,1963-07-14,2015-06-16,144360.55,DevOps,SR,4,False,False,True,15,10,150,0,0,False,0,0,False,0,0,False,0,0,False,2,15,False,0,0,False,0,0,False,10,13,False,9,2,False,9,20,True,0,0,False,0,0,False,2,8,False,3,20,True,0,0,False,10,13,False,0,0,False,0,0,False,0,0,False,0,0,False,7,4,True,2,9,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,9,17,True,0,0,False,8,12,False
58,Jose Manuel,Verdú,jose manuel.verdú@empresa.com,"Cañada María Fernanda Jaén 71 Piso 9 , Cuenca, 07810",+34 973 00 10 67,Cantabria,1985-09-18,2024-09-18,112852.48,Fullstack,SSR,1,False,True,False,15,9,109,0,0,False,0,0,False,9,16,False,8,4,False,8,11,True,0,0,False,5,2,True,0,0,False,0,0,False,1,11,True,3,8,True,9,6,False,0,0,False,0,0,False,9,14,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,4,13,True,0,0,False,0,0,False,3,14,False,0,0,False,0,0,False,1,20,True,0,0,False
59,Olegario,Gelabert,olegario.gelabert@empresa.com,"Callejón de Toño Muñoz 2 Piso 3 , Alicante, 04147",+34926846987,Tarragona,1971-08-24,2018-10-22,76660.29,Data,JR,5,True,True,True,21,8,177,0,0,False,0,0,False,0,0,False,10,13,False,0,0,False,0,0,False,10,4,False,0,0,False,6,15,True,0,0,False,5,20,True,0,0,False,0,0,False,0,0,False,3,11,True,4,10,True,3,12,True,0,0,False,0,0,False,0,0,False,9,13,False,10,5,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,7,6,False
60,Aitana,Plaza,aitana.plaza@empresa.com,"Pasadizo Ruth Catalá 5, Almería, 44956",+34848505243,Melilla,1963-05-16,2020-04-27,140299.32,Fullstack,SR,3,False,False,True,6,7,144,8,5,True,7,18,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,7,16,False,8,16,True,0,0,False,0,0,False,2,19,True,0,0,False,0,0,False,0,0,False,0,0,False,4,10,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,5,8,False,0,0,False,0,0,False,0,0,False,0,0,False
61,Salud,Alcázar,salud.alcázar@empresa.com,"Camino Teresa Palacio 2 Apt. 21 , Cáceres, 45423",+34 800 330 865,Valladolid,1963-06-02,2023-03-16,119102.19,DevOps,SR,9,True,True,False,27,3,194,0,0,False,4,10,True,0,0,False,8,9,False,0,0,False,0,0,False,2,15,True,0,0,False,0,0,False,0,0,False,0,0,False,4,7,False,0,0,False,10,14,True,10,5,True,0,0,False,0,0,False,4,2,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,9,9,True,6,10,False,0,0,False,10,9,True,3,14,True,5,5,True,0,0,False,4,5,False
62,Clotilde,Benítez,clotilde.benítez@empresa.com,"Glorieta de Mariano Vidal 944, Almería, 29621",+34827 82 56 81,La Coruña,1980-11-26,2024-11-22,131226.68,Diseño,SSR,3,False,False,False,28,4,23,0,0,False,0,0,False,6,19,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,2,15,False,0,0,False,0,0,False,2,18,False,4,14,True,0,0,False,8,9,False,5,11,True,10,16,False,0,0,False,0,0,False,0,0,False,1,2,True,0,0,False,0,0,False,8,1,True,3,15,False,1,14,True,0,0,False,0,0,False,0,0,False,0,0,False,3,10,True
63,Haroldo,Verdú,haroldo.verdú@empresa.com,"Alameda de Máximo Marin 59, Jaén, 48922",+34 880 34 95 91,Palencia,2002-04-09,2021-01-17,108550.56,Scrum Master,JR,6,True,True,False,26,2,63,10,8,False,0,0,False,1,1,False,2,14,True,8,3,True,0,0,False,7,3,True,2,11,False,0,0,False,5,5,False,0,0,False,0,0,False,0,0,False,3,5,True,0,0,False,9,19,True,0,0,False,0,0,False,0,0,False,0,0,False,10,6,False,0,0,False,6,7,True,7,20,False,4,3,True,0,0,False,0,0,False,0,0,False,3,4,False,6,14,False,0,0,False
64,Dalila,Perera,dalila.perera@empresa.com,"Ronda de Esmeralda Alsina 36 Puerta 1 , Guipúzcoa, 01149",+34986 477 263,Lugo,1993-06-09,2018-11-20,63236.12,Frontend,JR,9,False,True,False,1,4,55,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,1,8,False,0,0,False,0,0,False,7,4,True,0,0,False,0,0,False,8,20,True,0,0,False,0,0,False,0,0,False,9,1,False,0,0,False,0,0,False,6,5,False,10,14,False,0,0,False,0,0,False,9,6,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,2,1,True
65,Teodora,Hernández,teodora.hernández@empresa.com,"Cuesta Gonzalo Benet 64, Huesca, 49365",+34 855 66 28 21,Cantabria,1985-09-04,2022-02-20,34779.22,Backend,SSR,9,False,False,False,24,4,187,0,0,False,0,0,False,4,5,False,0,0,False,7,19,True,0,0,False,0,0,False,0,0,False,5,14,True,1,8,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,7,4,False,10,20,True,0,0,False,5,6,True,1,5,True,0,0,False,0,0,False,3,16,False,0,0,False,0,0,False,0,0,False,0,0,False,9,17,False,0,0,False,3,12,True
66,Sarita,Bayo,sarita.bayo@empresa.com,"Vial Mario Castro 242, Ourense, 15310",+34923 456 027,Málaga,1984-05-25,2019-02-15,136369.77,Backend,SSR,13,False,False,True,14,5,69,0,0,False,8,19,True,6,6,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,2,19,True,0,0,False,0,0,False,4,17,True,1,1,True,1,16,False,0,0,False,7,5,True,0,0,False,1,18,False,0,0,False,4,11,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
67,Calixta,Llano,calixta.llano@empresa.com,"Pasadizo de Genoveva Vigil 86 Apt. 63 , Vizcaya, 36160",+34886 166 180,Baleares,1984-01-30,2021-05-13,129119.64,Arquitecto,JR,9,True,True,True,19,1,129,4,10,False,10,8,False,6,19,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,4,18,True,3,1,False,1,8,False,1,11,True,0,0,False,7,10,True,0,0,False,0,0,False,4,17,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,7,16,True,0,0,False,3,9,True,1,8,False,6,15,True,0,0,False,0,0,False
68,Saturnino,Duque,saturnino.duque@empresa.com,"Glorieta Haroldo Ferrán 4, Tarragona, 20809",+34 709475098,Las Palmas,1968-06-22,2016-10-13,46021.66,Diseño,JR,10,True,False,True,3,2,175,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,6,11,False,5,8,True,4,5,True,0,0,False,3,4,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,8,15,False,7,4,False,0,0,False,4,15,False,0,0,False,8,9,True,0,0,False,0,0,False,0,0,False
69,Flavio,Vallés,flavio.vallés@empresa.com,"Acceso Marisol Arévalo 2, Segovia, 05418",+34947 76 48 72,Zaragoza,1977-12-18,2019-07-14,66505.8,Backend,JR,14,False,True,True,7,10,113,0,0,False,3,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,8,18,True,2,15,True,0,0,False,3,4,True,1,8,True,0,0,False,0,0,False,0,0,False,4,13,False,0,0,False,0,0,False,0,0,False,0,0,False,2,19,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,2,1,True
70,Hector,Guzmán,hector.guzmán@empresa.com,"Vial Ezequiel Delgado 46, Baleares, 18150",+34619 49 95 97,Cáceres,1988-11-07,2024-10-01,127115.84,Frontend,SSR,2,True,False,True,3,4,98,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,1,13,False,3,12,True,0,0,False,3,9,False,0,0,False,0,0,False,8,5,True,0,0,False,0,0,False,0,0,False,0,0,False,10,20,True,0,0,False,0,0,False,5,16,False,0,0,False,0,0,False,9,16,True,0,0,False
71,Ángeles,Torrecilla,ángeles.torrecilla@empresa.com,"Via de Galo Garcés 31, Girona, 19448",+34826179716,Toledo,1979-07-11,2016-08-17,46468.32,Data,SR,15,True,True,False,23,5,145,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,3,1,False,0,0,False,10,8,True,5,2,False,9,12,True,0,0,False,0,0,False,3,4,True,4,9,True,4,19,False,6,6,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,4,19,False,0,0,False,0,0,False,0,0,False,0,0,False,6,19,True
72,Isidro,Marcos,isidro.marcos@empresa.com,"Cañada Flavia Barriga 30 Piso 4 , Badajoz, 22449",+34 841592166,Palencia,1966-06-12,2016-04-23,97632.78,Data,SSR,9,False,True,False,25,1,134,9,16,True,6,20,True,3,11,True,0,0,False,0,0,False,0,0,False,0,0,False,6,2,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,3,19,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
73,Adalberto,Sans,adalberto.sans@empresa.com,"Avenida de Ciríaco Porta 705 Apt. 76 , Ceuta, 19854",+34 628 16 24 48,Cuenca,1972-08-10,2021-04-01,133280.34,Frontend,SSR,12,False,True,False,11,2,162,0,0,False,0,0,False,0,0,False,0,0,False,6,6,False,4,19,True,0,0,False,0,0,False,0,0,False,0,0,False,7,10,False,0,0,False,0,0,False,3,6,True,0,0,False,10,13,True,0,0,False,0,0,False,0,0,False,0,0,False,3,20,False,0,0,False,0,0,False,10,8,True,8,5,False,2,8,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
74,Cristian,Cueto,cristian.cueto@empresa.com,"Via José María Vilanova 89 Apt. 36 , La Coruña, 12756",+34984 25 54 80,Toledo,1995-04-10,2019-07-06,136238.43,Frontend,SR,11,False,False,True,29,6,41,1,13,False,0,0,False,7,6,False,8,13,False,0,0,False,0,0,False,9,13,True,8,19,True,3,15,True,0,0,False,0,0,False,1,10,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,6,9,True,2,11,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
75,Cosme,Canet,cosme.canet@empresa.com,"Pasadizo de Irma Nogués 85, Zamora, 47619",+34 986 637 845,Teruel,2003-01-02,2016-04-30,117838.21,QA,JR,6,False,True,False,19,0,38,0,0,False,5,8,True,0,0,False,1,13,False,0,0,False,3,2,False,1,14,True,0,0,False,5,20,False,4,4,True,4,6,False,0,0,False,0,0,False,2,16,True,0,0,False,0,0,False,0,0,False,5,13,False,0,0,False,8,9,True,0,0,False,0,0,False,9,13,True,0,0,False,0,0,False,0,0,False,0,0,False,6,13,False,3,15,True,5,15,False,5,8,False
76,Casandra,Mínguez,casandra.mínguez@empresa.com,"Rambla Gil Calvo 3 Puerta 7 , Álava, 18976",+34986 05 72 83,Santa Cruz de Tenerife,1959-07-27,2021-03-12,120268.22,Frontend,JR,11,False,False,True,5,9,150,0,0,False,2,13,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,9,19,True,0,0,False,2,15,True,0,0,False,0,0,False,3,7,True,3,2,False,0,0,False,2,14,True,3,20,False,6,3,True,7,18,False,0,0,False,0,0,False,9,11,False,9,15,True,0,0,False,0,0,False,0,0,False,10,19,False,0,0,False,0,0,False,2,14,True,0,0,False
77,Cristóbal,Goñi,cristóbal.goñi@empresa.com,"Callejón de Elba Benítez 15, Cádiz, 20922",+34943 84 92 69,Ciudad,1965-07-17,2022-07-09,99921.25,Frontend,JR,10,True,False,False,27,0,131,0,0,False,3,20,False,0,0,False,0,0,False,0,0,False,1,13,False,0,0,False,0,0,False,4,2,False,0,0,False,0,0,False,0,0,False,5,12,True,0,0,False,0,0,False,6,10,False,0,0,False,0,0,False,5,16,True,4,5,False,8,11,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,7,20,True,0,0,False,4,15,True,7,16,False
78,Cleto,Pedraza,cleto.pedraza@empresa.com,"Rambla Isidora Juárez 42 Piso 1 , Soria, 04022",+34880 667 105,Segovia,2002-01-03,2020-05-06,124978.85,Frontend,SSR,12,False,True,True,24,1,72,0,0,False,1,15,True,0,0,False,0,0,False,0,0,False,0,0,False,6,7,False,6,15,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,2,1,True,0,0,False,6,16,False,3,16,False,6,6,False
79,Ruth,Benavente,ruth.benavente@empresa.com,"Calle de Sebastian Busquets 77 Piso 5 , Castellón, 28030",+34873212607,Palencia,1969-10-15,2018-10-02,33294.06,Backend,JR,14,True,True,True,19,9,48,10,10,False,0,0,False,0,0,False,0,0,False,7,13,False,8,9,True,8,10,False,10,4,True,9,12,False,0,0,False,0,0,False,0,0,False,0,0,False,5,4,False,0,0,False,2,11,False,6,9,False,0,0,False,0,0,False,0,0,False,5,7,True,9,8,True,10,13,False,0,0,False,3,1,False,5,9,False,0,0,False,0,0,False,0,0,False,7,13,True,0,0,False
80,Manu,Uriarte,manu.uriarte@empresa.com,"Pasadizo Emiliana Cervera 827, Álava, 13428",+34 945 376 907,Soria,1960-11-10,2019-03-08,71180.05,Data,SR,9,False,False,False,28,10,149,0,0,False,0,0,False,0,0,False,8,5,False,0,0,False,9,6,False,0,0,False,0,0,False,0,0,False,2,8,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,4,10,False,0,0,False,0,0,False,0,0,False,6,12,False,0,0,False,0,0,False,0,0,False,0,0,False,10,10,False,0,0,False,2,16,True,0,0,False,0,0,False
81,Adelina,Real,adelina.real@empresa.com,"Calle de Jorge Pelayo 6 Apt. 53 , Asturias, 08309",+34822618278,Murcia,1993-08-24,2022-12-31,99637.57,Frontend,SSR,15,True,True,False,4,6,128,0,0,False,3,3,False,0,0,False,0,0,False,6,6,False,0,0,False,1,1,False,0,0,False,0,0,False,5,7,True,10,6,False,0,0,False,0,0,False,2,5,False,7,13,False,0,0,False,0,0,False,0,0,False,8,13,True,0,0,False,0,0,False,0,0,False,0,0,False,1,18,True,0,0,False,6,1,False,9,7,True,1,8,True,0,0,False,6,10,True,0,0,False
82,Teodora,Garcia,teodora.garcia@empresa.com,"Callejón Pepito Pi 46, Córdoba, 30282",+34 922 07 51 08,Guadalajara,1978-07-15,2024-09-03,100640.48,Fullstack,JR,14,True,False,False,20,9,179,0,0,False,0,0,False,0,0,False,0,0,False,3,13,True,0,0,False,4,8,True,0,0,False,0,0,False,0,0,False,4,1,True,2,12,True,0,0,False,7,9,True,0,0,False,10,2,True,1,2,True,0,0,False,0,0,False,7,15,False,0,0,False,2,18,False,0,0,False,8,5,True,0,0,False,0,0,False,1,10,False,0,0,False,0,0,False,2,17,False,0,0,False
83,Mario,Niño,mario.niño@empresa.com,"Avenida Julián Vara 168, Asturias, 22075",+34888999892,Zamora,1998-10-01,2024-07-06,46459.62,Frontend,SR,12,True,False,True,5,1,199,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,9,7,False,0,0,False,7,10,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,1,18,False,0,0,False,0,0,False,0,0,False,4,16,False,0,0,False,0,0,False,0,0,False,0,0,False,4,1,True,0,0,False,0,0,False,0,0,False,0,0,False,2,4,False,0,0,False
